Frequenza,Territorio,Indicatore,Sesso,Età,Stato civile,TIME_PERIOD,Osservazione,'Stato dell"'osservazione'
Annuale,Bologna,Popolazione al 1º gennaio,Totale,88 anni,Totale,2019,5167,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,88 anni,Totale,2020,4917,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,88 anni,Totale,2021,4769,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,88 anni,Totale,2022,4904,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,88 anni,Totale,2023,4935,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,88 anni,Totale,2024,5145,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,88 anni,Totale,2025,4929,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,89 anni,Totale,2019,4292,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,89 anni,Totale,2020,4571,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,89 anni,Totale,2021,4287,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,89 anni,Totale,2022,4201,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,89 anni,Totale,2023,4367,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,89 anni,Totale,2024,4397,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,89 anni,Totale,2025,4632,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,90 anni,Totale,2019,3664,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,90 anni,Totale,2020,3741,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,90 anni,Totale,2021,3870,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,90 anni,Totale,2022,3716,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,90 anni,Totale,2023,3650,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,90 anni,Totale,2024,3842,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,90 anni,Totale,2025,3911,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,91 anni,Totale,2019,3224,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,91 anni,Totale,2020,3127,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,91 anni,Totale,2021,3130,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,91 anni,Totale,2022,3292,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,91 anni,Totale,2023,3152,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,91 anni,Totale,2024,3152,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,91 anni,Totale,2025,3335,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,92 anni,Totale,2019,2544,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,92 anni,Totale,2020,2682,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,92 anni,Totale,2021,2536,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,92 anni,Totale,2022,2610,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,92 anni,Totale,2023,2740,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,92 anni,Totale,2024,2628,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,92 anni,Totale,2025,2700,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,93 anni,Totale,2019,2097,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,93 anni,Totale,2020,2116,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,93 anni,Totale,2021,2160,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,93 anni,Totale,2022,2036,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,93 anni,Totale,2023,2134,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,93 anni,Totale,2024,2262,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,93 anni,Totale,2025,2195,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,94 anni,Totale,2019,1638,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,94 anni,Totale,2020,1691,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,94 anni,Totale,2021,1647,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,94 anni,Totale,2022,1721,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,94 anni,Totale,2023,1573,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,94 anni,Totale,2024,1738,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,94 anni,Totale,2025,1852,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,95 anni,Totale,2019,1315,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,95 anni,Totale,2020,1319,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,95 anni,Totale,2021,1288,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,95 anni,Totale,2022,1251,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,95 anni,Totale,2023,1297,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,95 anni,Totale,2024,1203,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,95 anni,Totale,2025,1407,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,96 anni,Totale,2019,989,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,96 anni,Totale,2020,988,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,96 anni,Totale,2021,945,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,96 anni,Totale,2022,980,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,96 anni,Totale,2023,914,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,96 anni,Totale,2024,983,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,96 anni,Totale,2025,923,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,97 anni,Totale,2019,720,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,97 anni,Totale,2020,727,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,97 anni,Totale,2021,678,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,97 anni,Totale,2022,671,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,97 anni,Totale,2023,679,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,97 anni,Totale,2024,659,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,97 anni,Totale,2025,763,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,98 anni,Totale,2019,485,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,98 anni,Totale,2020,516,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,98 anni,Totale,2021,481,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,98 anni,Totale,2022,466,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,98 anni,Totale,2023,468,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,98 anni,Totale,2024,486,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,98 anni,Totale,2025,497,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,99 anni,Totale,2019,253,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,99 anni,Totale,2020,336,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,99 anni,Totale,2021,336,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,99 anni,Totale,2022,332,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,99 anni,Totale,2023,294,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,99 anni,Totale,2024,337,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,99 anni,Totale,2025,339,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,100 anni e più,Totale,2019,345,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,100 anni e più,Totale,2020,385,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,100 anni e più,Totale,2021,434,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,100 anni e più,Totale,2022,508,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,100 anni e più,Totale,2023,497,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,100 anni e più,Totale,2024,495,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,100 anni e più,Totale,2025,551,Dato stimato
Annuale,Bologna,Popolazione al 1º gennaio,Totale,Totale,Totale,2019,1017551,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,Totale,Totale,2020,1021501,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,Totale,Totale,2021,1015608,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,Totale,Totale,2022,1010812,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,Totale,Totale,2023,1014124,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,Totale,Totale,2024,1017536,
Annuale,Bologna,Popolazione al 1º gennaio,Totale,Totale,Totale,2025,1020865,Dato stimato
